Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
East,East_batteries_1,1,1,0.00016024971944100845,0.00016024971944100845
East,East_conventional_hydroelectric_1,1,1,0.3686000271202338,0.3686000271202338
East,East_landfill_gas_1,1,1,0.8671872229719066,0.8671872229719066
East,East_natural_gas_internal_combustion_engine_1,1,1,1.156249590444573,1.156249590444573
East,East_petroleum_liquids_with_gt_1,1,1,45.52732273077602,45.52732273077602
East,East_petroleum_liquids_with_ic_1,1,1,1.4453119970258892,1.4453119970258892
East,East_solar_photovoltaic_1,1,1,2.6371554483030213,2.6371554483030213
North,North_conventional_hydroelectric_1,2,1,2.0664464214802667,2.0664464214802667
North,North_landfill_gas_1,2,1,0.8671872229726771,0.8671872229726771
North,North_natural_gas_internal_combustion_engine_1,2,1,8.09362686331329,8.09362686331329
North,North_onshore_wind_turbine_1,2,1,0.04750629567207892,0.04750629567207892
North,North_petroleum_liquids_with_cc_1,2,1,155.15424727139967,155.15424727139967
North,North_petroleum_liquids_with_gt_1,2,1,176.36415682267287,176.36415682267287
North,North_petroleum_liquids_with_st_1,2,1,0.014117858354140077,0.014117858354140077
North,North_solar_photovoltaic_1,2,1,0.7960054299961861,0.7960054299961861
South,South_batteries_1,3,1,0.0007205692362487893,0.0007205692362487893
South,South_conventional_hydroelectric_1,3,1,2.5802698839874685,2.5802698839874685
South,South_natural_gas_fired_combined_cycle_1,3,1,209.57024227422042,209.57024227422042
South,South_natural_gas_steam_turbine_1,3,1,276.6318209015364,276.6318209015364
South,South_onshore_wind_turbine_1,3,1,5.699462073559832,5.699462073559832
South,South_petroleum_liquids_with_gt_1,3,1,30.3515527218878,30.3515527218878
South,South_petroleum_liquids_with_st_1,3,1,210.9086180185966,210.9086180185966
South,South_solar_photovoltaic_1,3,1,2.3099513124407074,2.3099513124407074
West,West_batteries_1,4,1,0.0023447624436005073,0.0023447624436005073
West,West_petroleum_liquids_with_gt_1,4,1,79.4921620343262,79.4921620343262
West,West_petroleum_liquids_with_ic_1,4,1,1.3007808004171708,1.3007808004171708
West,West_solar_photovoltaic_1,4,1,2.283601562300848,2.283601562300848
East,East_battery_moderate_0,1,0,44.71893184030112,44.71893184030112
East,East_naturalgas_ctavgcf_moderate_0,1,0,0.0006800393511583279,0.0006800393511583279
East,East_naturalgas_ccavgcf_moderate_0,1,0,0.0005290553679453017,0.0005290553679453017
East,East_microgrid_solar_moderate_0,1,0,0.0,0.0
East,East_microgrid_diesel_moderate_0,1,0,0.0,0.0
East,East_utilitypv_class1_moderate_1,1,1,3.2427872823856974,3.2427872823856974
East,East_landbasedwind_class3_moderate_1,1,1,13.380940515383418,13.380940515383418
North,North_battery_moderate_0,2,0,-7.79410863957741e-6,-7.79410863957741e-6
North,North_naturalgas_ctavgcf_moderate_0,2,0,0.0006800608469404713,0.0006800608469404713
North,North_naturalgas_ccavgcf_moderate_0,2,0,0.0005290786116368827,0.0005290786116368827
North,North_microgrid_solar_moderate_0,2,0,0.0,0.0
North,North_microgrid_diesel_moderate_0,2,0,0.0,0.0
North,North_utilitypv_class1_moderate_1,2,1,6.497397359103556,6.497397359103556
North,North_landbasedwind_class3_moderate_1,2,1,7.279171713994891,7.279171713994891
South,South_battery_moderate_0,3,0,-7.52151126083543e-6,-7.52151126083543e-6
South,South_naturalgas_ctavgcf_moderate_0,3,0,0.0006799754226683771,0.0006799754226683771
South,South_naturalgas_ccavgcf_moderate_0,3,0,0.0005289642011228631,0.0005289642011228631
South,South_microgrid_solar_moderate_0,3,0,0.0,0.0
South,South_microgrid_diesel_moderate_0,3,0,0.0,0.0
South,South_utilitypv_class1_moderate_1,3,1,9.980454217046535,9.980454217046535
South,South_landbasedwind_class3_moderate_1,3,1,14.206165170178563,14.206165170178563
West,West_battery_moderate_0,4,0,-7.790483939276348e-6,-7.790483939276348e-6
West,West_naturalgas_ctavgcf_moderate_0,4,0,0.0006800201729516673,0.0006800201729516673
West,West_naturalgas_ccavgcf_moderate_0,4,0,0.0005290028118583007,0.0005290028118583007
West,West_microgrid_solar_moderate_0,4,0,0.0,0.0
West,West_microgrid_diesel_moderate_0,4,0,0.0,0.0
West,West_utilitypv_class1_moderate_1,4,1,9.449035855600384,9.449035855600384
West,West_landbasedwind_class3_moderate_1,4,1,10.225593925226919,10.225593925226919
