Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
East,East_batteries_1,1,1,0.0003012708059694473,0.0003012708059694473
East,East_conventional_hydroelectric_1,1,1,0.6841639511618278,0.6841639511618278
East,East_landfill_gas_1,1,1,1.6096846978053279,1.6096846978053279
East,East_natural_gas_internal_combustion_engine_1,1,1,2.146246137485324,2.146246137485324
East,East_petroleum_liquids_with_gt_1,1,1,84.50844122319677,84.50844122319677
East,East_petroleum_liquids_with_ic_1,1,1,2.6828076916827825,2.6828076916827825
East,East_solar_photovoltaic_1,1,1,2.091785761062723,2.091785761062723
North,North_conventional_hydroelectric_1,2,1,3.835522059833392,3.835522059833392
North,North_landfill_gas_1,2,1,1.6096846978192856,1.6096846978192856
North,North_natural_gas_internal_combustion_engine_1,2,1,15.023701611571896,15.023701611571896
North,North_onshore_wind_turbine_1,2,1,0.0881041629486873,0.0881041629486873
North,North_petroleum_liquids_with_cc_1,2,1,287.99942042816645,287.99942042816645
North,North_petroleum_liquids_with_gt_1,2,1,327.36950048322564,327.36950048322564
North,North_petroleum_liquids_with_st_1,2,1,0.020340435954264727,0.020340435954264727
North,North_solar_photovoltaic_1,2,1,1.483019037656986,1.483019037656986
South,South_batteries_1,3,1,0.0013425354751397725,0.0013425354751397725
South,South_conventional_hydroelectric_1,3,1,4.789223053885863,4.789223053885863
South,South_natural_gas_fired_combined_cycle_1,3,1,389.00711824784014,389.00711824784014
South,South_natural_gas_steam_turbine_1,3,1,513.4873473732571,513.4873473732571
South,South_onshore_wind_turbine_1,3,1,10.573512476827554,10.573512476827554
South,South_petroleum_liquids_with_gt_1,3,1,56.338964321931684,56.338964321931684
South,South_petroleum_liquids_with_st_1,3,1,395.82704371664727,395.82704371664727
South,South_solar_photovoltaic_1,3,1,4.302909360866745,4.302909360866745
West,West_batteries_1,4,1,0.004362349933919002,0.004362349933919002
West,West_petroleum_liquids_with_gt_1,4,1,147.55443046912725,147.55443046912725
West,West_petroleum_liquids_with_ic_1,4,1,2.414526995950142,2.414526995950142
West,West_solar_photovoltaic_1,4,1,4.254773137484034,4.254773137484034
East,East_battery_moderate_0,1,0,-1.180125753900148e-5,-1.180125753900148e-5
East,East_naturalgas_ctavgcf_moderate_0,1,0,0.0009959551045937032,0.0009959551045937032
East,East_naturalgas_ccavgcf_moderate_0,1,0,0.0007794641007411154,0.0007794641007411154
East,East_microgrid_solar_moderate_0,1,0,0.0,0.0
East,East_microgrid_diesel_moderate_0,1,0,0.0,0.0
East,East_utilitypv_class1_moderate_1,1,1,1.1306589781563766e-5,1.1306589781563766e-5
East,East_landbasedwind_class3_moderate_1,1,1,24.816006448247354,24.816006448247354
North,North_battery_moderate_0,2,0,-1.1796765504612897e-5,-1.1796765504612897e-5
North,North_naturalgas_ctavgcf_moderate_0,2,0,0.000996112715031508,0.000996112715031508
North,North_naturalgas_ccavgcf_moderate_0,2,0,0.0007797411710333063,0.0007797411710333063
North,North_microgrid_solar_moderate_0,2,0,0.0,0.0
North,North_microgrid_diesel_moderate_0,2,0,0.0,0.0
North,North_utilitypv_class1_moderate_1,2,1,12.103160917022104,12.103160917022104
North,North_landbasedwind_class3_moderate_1,2,1,17.960873680796354,17.960873680796354
South,South_battery_moderate_0,3,0,-9.034615008338757e-6,-9.034615008338757e-6
South,South_naturalgas_ctavgcf_moderate_0,3,0,0.00099581379403234,0.00099581379403234
South,South_naturalgas_ccavgcf_moderate_0,3,0,0.0007792567500973424,0.0007792567500973424
South,South_microgrid_solar_moderate_0,3,0,0.0,0.0
South,South_microgrid_diesel_moderate_0,3,0,0.0,0.0
South,South_utilitypv_class1_moderate_1,3,1,18.587946848738177,18.587946848738177
South,South_landbasedwind_class3_moderate_1,3,1,26.34594021092048,26.34594021092048
West,West_battery_moderate_0,4,0,83.08918981515852,83.08918981515852
West,West_naturalgas_ctavgcf_moderate_0,4,0,0.0009962667713100067,0.0009962667713100067
West,West_naturalgas_ccavgcf_moderate_0,4,0,0.0007799481702681795,0.0007799481702681795
West,West_microgrid_solar_moderate_0,4,0,0.0,0.0
West,West_microgrid_diesel_moderate_0,4,0,0.0,0.0
West,West_utilitypv_class1_moderate_1,4,1,17.60530606479814,17.60530606479814
West,West_landbasedwind_class3_moderate_1,4,1,18.96982054418447,18.96982054418447
