Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
East,East_batteries_1,1,1,0.018416696538864723,0.018416696538864723
East,East_conventional_hydroelectric_1,1,1,40.34196001375378,40.34196001375378
East,East_landfill_gas_1,1,1,94.90643010625816,94.90643010625816
East,East_natural_gas_internal_combustion_engine_1,1,1,126.54190655563411,126.54190655563411
East,East_petroleum_liquids_with_gt_1,1,1,4982.587580469783,4982.587580469783
East,East_petroleum_liquids_with_ic_1,1,1,158.17738325362163,158.17738325362163
East,East_solar_photovoltaic_1,1,1,288.61566515482906,288.61566515482906
North,North_conventional_hydroelectric_1,2,1,226.15948458477098,226.15948458477098
North,North_landfill_gas_1,2,1,94.90643010630106,94.90643010630106
North,North_natural_gas_internal_combustion_engine_1,2,1,885.7933474203038,885.7933474203038
North,North_onshore_wind_turbine_1,2,1,5.198939521318497,5.198939521318497
North,North_petroleum_liquids_with_cc_1,2,1,16980.342119707446,16980.342119707446
North,North_petroleum_liquids_with_gt_1,2,1,19301.5951608638,19301.5951608638
North,North_petroleum_liquids_with_st_1,2,1,706.5643067779916,706.5643067779916
North,North_solar_photovoltaic_1,2,1,87.11603607271803,87.11603607271803
South,South_batteries_1,3,1,0.0798149760338475,0.0798149760338475
South,South_conventional_hydroelectric_1,3,1,282.3937358857723,282.3937358857723
South,South_natural_gas_fired_combined_cycle_1,3,1,22935.720608800468,22935.720608800468
South,South_natural_gas_steam_turbine_1,3,1,27627.957990997114,27627.957990997114
South,South_onshore_wind_turbine_1,3,1,623.7322971258794,623.7322971258794
South,South_petroleum_liquids_with_gt_1,3,1,3321.725053688456,3321.725053688456
South,South_petroleum_liquids_with_st_1,3,1,24771.76390535167,24771.76390535167
South,South_solar_photovoltaic_1,3,1,252.8054859193942,252.8054859193942
West,West_batteries_1,4,1,0.25787330324763696,0.25787330324763696
West,West_petroleum_liquids_with_gt_1,4,1,8699.756092906637,8699.756092906637
West,West_petroleum_liquids_with_ic_1,4,1,142.35964513248632,142.35964513248632
West,West_solar_photovoltaic_1,4,1,249.9205229051035,249.9205229051035
East,East_battery_moderate_0,1,0,1.8757103737497367e-6,1.8757103737497367e-6
East,East_naturalgas_ctavgcf_moderate_0,1,0,0.0005443683819085379,0.0005443683819085379
East,East_naturalgas_ccavgcf_moderate_0,1,0,0.00043470545757142863,0.00043470545757142863
East,East_microgrid_solar_moderate_0,1,0,0.0,0.0
East,East_microgrid_diesel_moderate_0,1,0,0.0,0.0
East,East_utilitypv_class1_moderate_1,1,1,354.8955302474865,354.8955302474865
East,East_landbasedwind_class3_moderate_1,1,1,1464.3679664577812,1464.3679664577812
North,North_battery_moderate_0,2,0,4884.238592819958,4884.238592819958
North,North_naturalgas_ctavgcf_moderate_0,2,0,0.0005449734714350852,0.0005449734714350852
North,North_naturalgas_ccavgcf_moderate_0,2,0,0.0004353769610412287,0.0004353769610412287
North,North_microgrid_solar_moderate_0,2,0,0.0,0.0
North,North_microgrid_diesel_moderate_0,2,0,0.0,0.0
North,North_utilitypv_class1_moderate_1,2,1,711.0875775673976,711.0875775673976
North,North_landbasedwind_class3_moderate_1,2,1,1059.513263105196,1059.513263105196
South,South_battery_moderate_0,3,0,6.178476385612246e-7,6.178476385612246e-7
South,South_naturalgas_ctavgcf_moderate_0,3,0,0.0005439068855869119,0.0005439068855869119
South,South_naturalgas_ccavgcf_moderate_0,3,0,0.00043423502648818105,0.00043423502648818105
South,South_microgrid_solar_moderate_0,3,0,0.0,0.0
South,South_microgrid_diesel_moderate_0,3,0,0.0,0.0
South,South_utilitypv_class1_moderate_1,3,1,1092.2812375725723,1092.2812375725723
South,South_landbasedwind_class3_moderate_1,3,1,1554.678810252871,1554.678810252871
West,West_battery_moderate_0,4,0,2.4717047127763135e-6,2.4717047127763135e-6
West,West_naturalgas_ctavgcf_moderate_0,4,0,0.0005444309348242298,0.0005444309348242298
West,West_naturalgas_ccavgcf_moderate_0,4,0,0.0004347405704483612,0.0004347405704483612
West,West_microgrid_solar_moderate_0,4,0,0.0,0.0
West,West_microgrid_diesel_moderate_0,4,0,0.0,0.0
West,West_utilitypv_class1_moderate_1,4,1,1034.115586593673,1034.115586593673
West,West_landbasedwind_class3_moderate_1,4,1,1119.0619449490098,1119.0619449490098
