Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
East,East_batteries_1,1,1,0.0011434963055529284,0.0011434963055529284
East,East_conventional_hydroelectric_1,1,1,2.5270567070912393,2.5270567070912393
East,East_landfill_gas_1,1,1,5.944993553979704,5.944993553979704
East,East_natural_gas_internal_combustion_engine_1,1,1,7.926657945149872,7.926657945149872
East,East_petroleum_liquids_with_gt_1,1,1,312.1121615546125,312.1121615546125
East,East_petroleum_liquids_with_ic_1,1,1,9.90832245687467,9.90832245687467
East,East_solar_photovoltaic_1,1,1,18.07905889546558,18.07905889546558
North,North_conventional_hydroelectric_1,2,1,14.166756197584737,14.166756197584737
North,North_landfill_gas_1,2,1,5.944993554037784,5.944993554037784
North,North_natural_gas_internal_combustion_engine_1,2,1,55.48660620780188,55.48660620780188
North,North_onshore_wind_turbine_1,2,1,0.32566527530248646,0.32566527530248646
North,North_petroleum_liquids_with_cc_1,2,1,1063.6584299982474,1063.6584299982474
North,North_petroleum_liquids_with_gt_1,2,1,1209.0630639347337,1209.0630639347337
North,North_petroleum_liquids_with_st_1,2,1,0.023494016157946024,0.023494016157946024
North,North_solar_photovoltaic_1,2,1,5.457000872835391,5.457000872835391
South,South_batteries_1,3,1,0.0049892919834311844,0.0049892919834311844
South,South_conventional_hydroelectric_1,3,1,17.689297631215172,17.689297631215172
South,South_natural_gas_fired_combined_cycle_1,3,1,1436.7067740203604,1436.7067740203604
South,South_natural_gas_steam_turbine_1,3,1,1896.4502192284722,1896.4502192284722
South,South_onshore_wind_turbine_1,3,1,39.071022800070786,39.071022800070786
South,South_petroleum_liquids_with_gt_1,3,1,208.07477435613671,208.07477435613671
South,South_petroleum_liquids_with_st_1,3,1,1443.4260413342013,1443.4260413342013
South,South_solar_photovoltaic_1,3,1,15.835888162905105,15.835888162905105
West,West_batteries_1,4,1,0.016141172837743953,0.016141172837743953
West,West_petroleum_liquids_with_gt_1,4,1,544.9577424023996,544.9577424023996
West,West_petroleum_liquids_with_ic_1,4,1,8.917490267989606,8.917490267989606
West,West_solar_photovoltaic_1,4,1,15.655174121749484,15.655174121749484
East,East_battery_moderate_0,1,0,2.2694849952439884e-5,2.2694849952439884e-5
East,East_naturalgas_ctavgcf_moderate_0,1,0,0.0011107529282236143,0.0011107529282236143
East,East_naturalgas_ccavgcf_moderate_0,1,0,0.0008152506748112703,0.0008152506748112703
East,East_microgrid_solar_moderate_0,1,0,0.0,0.0
East,East_microgrid_diesel_moderate_0,1,0,0.0,0.0
East,East_utilitypv_class1_moderate_1,1,1,22.23087424931456,22.23087424931456
East,East_landbasedwind_class3_moderate_1,1,1,91.72906001386879,91.72906001386879
North,North_battery_moderate_0,2,0,-1.0296784507260413e-5,-1.0296784507260413e-5
North,North_naturalgas_ctavgcf_moderate_0,2,0,0.0011108171035082153,0.0011108171035082153
North,North_naturalgas_ccavgcf_moderate_0,2,0,0.0008153327400058907,0.0008153327400058907
North,North_microgrid_solar_moderate_0,2,0,0.0,0.0
North,North_microgrid_diesel_moderate_0,2,0,0.0,0.0
North,North_utilitypv_class1_moderate_1,2,1,44.542959696556615,44.542959696556615
North,North_landbasedwind_class3_moderate_1,2,1,66.36865105713308,66.36865105713308
South,South_battery_moderate_0,3,0,306.62266513390216,306.62266513390216
South,South_naturalgas_ctavgcf_moderate_0,3,0,0.0011106857990526638,0.0011106857990526638
South,South_naturalgas_ccavgcf_moderate_0,3,0,0.0008151743970457085,0.0008151743970457085
South,South_microgrid_solar_moderate_0,3,0,0.0,0.0
South,South_microgrid_diesel_moderate_0,3,0,0.0,0.0
South,South_utilitypv_class1_moderate_1,3,1,68.42115872336441,68.42115872336441
South,South_landbasedwind_class3_moderate_1,3,1,97.38618845573203,97.38618845573203
West,West_battery_moderate_0,4,0,2.4904805156907495e-7,2.4904805156907495e-7
West,West_naturalgas_ctavgcf_moderate_0,4,0,0.0011107381245835143,0.0011107381245835143
West,West_naturalgas_ccavgcf_moderate_0,4,0,0.0008152337079294033,0.0008152337079294033
West,West_microgrid_solar_moderate_0,4,0,0.0,0.0
West,West_microgrid_diesel_moderate_0,4,0,0.0,0.0
West,West_utilitypv_class1_moderate_1,4,1,64.77763626961932,64.77763626961932
West,West_landbasedwind_class3_moderate_1,4,1,56.12740631596635,56.12740631596635
