Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
East,East_batteries_1,1,1,0.02183841944341269,0.02183841944341269
East,East_conventional_hydroelectric_1,1,1,46.686027909638504,46.686027909638504
East,East_landfill_gas_1,1,1,109.80698597503493,109.80698597503493
East,East_natural_gas_internal_combustion_engine_1,1,1,146.40931440448355,146.40931440448355
East,East_petroleum_liquids_with_gt_1,1,1,5764.866763690339,5764.866763690339
East,East_petroleum_liquids_with_ic_1,1,1,183.01164328917056,183.01164328917056
East,East_solar_photovoltaic_1,1,1,332.8688624027676,332.8688624027676
North,North_conventional_hydroelectric_1,2,1,261.7247250442955,261.7247250442955
North,North_landfill_gas_1,2,1,109.80698597506048,109.80698597506048
North,North_natural_gas_internal_combustion_engine_1,2,1,1024.8652023426635,1024.8652023426635
North,North_onshore_wind_turbine_1,2,1,6.093812821421905,6.093812821421905
North,North_petroleum_liquids_with_cc_1,2,1,19646.299907354383,19646.299907354383
North,North_petroleum_liquids_with_gt_1,2,1,22331.995765052794,22331.995765052794
North,North_petroleum_liquids_with_st_1,2,1,0.007188100263087212,0.007188100263087212
North,North_solar_photovoltaic_1,2,1,100.74949361236713,100.74949361236713
South,South_batteries_1,3,1,0.09464525406346347,0.09464525406346347
South,South_conventional_hydroelectric_1,3,1,326.8022257910485,326.8022257910485
South,South_natural_gas_fired_combined_cycle_1,3,1,26536.688277193007,26536.688277193007
South,South_natural_gas_steam_turbine_1,3,1,31580.28440433605,31580.28440433605
South,South_onshore_wind_turbine_1,3,1,731.8979111139652,731.8979111139652
South,South_petroleum_liquids_with_gt_1,3,1,3843.2445091141653,3843.2445091141653
South,South_petroleum_liquids_with_st_1,3,1,30352.71677983272,30352.71677983272
South,South_solar_photovoltaic_1,3,1,291.72422608805016,291.72422608805016
West,West_batteries_1,4,1,0.3057859500359216,0.3057859500359216
West,West_petroleum_liquids_with_gt_1,4,1,10065.6403810103,10065.6403810103
West,West_petroleum_liquids_with_ic_1,4,1,164.7104789287529,164.7104789287529
West,West_solar_photovoltaic_1,4,1,288.9779259486351,288.9779259486351
East,East_battery_moderate_0,1,0,5297.702561055599,5297.702561055599
East,East_naturalgas_ctavgcf_moderate_0,1,0,0.0003616533128806019,0.0003616533128806019
East,East_naturalgas_ccavgcf_moderate_0,1,0,0.0002815322315669106,0.0002815322315669106
East,East_microgrid_solar_moderate_0,1,0,0.0,0.0
East,East_microgrid_diesel_moderate_0,1,0,0.0,0.0
East,East_utilitypv_class1_moderate_1,1,1,410.43585664884523,410.43585664884523
East,East_landbasedwind_class3_moderate_1,1,1,1716.4239449917347,1716.4239449917347
North,North_battery_moderate_0,2,0,5.769634772769718e-6,5.769634772769718e-6
North,North_naturalgas_ctavgcf_moderate_0,2,0,0.0003617377668001203,0.0003617377668001203
North,North_naturalgas_ccavgcf_moderate_0,2,0,0.00028159811879704396,0.00028159811879704396
North,North_microgrid_solar_moderate_0,2,0,0.0,0.0
North,North_microgrid_diesel_moderate_0,2,0,0.0,0.0
North,North_utilitypv_class1_moderate_1,2,1,820.5576406226818,820.5576406226818
North,North_landbasedwind_class3_moderate_1,2,1,1243.2505851841897,1243.2505851841897
South,South_battery_moderate_0,3,0,4.0045054524155605e-6,4.0045054524155605e-6
South,South_naturalgas_ctavgcf_moderate_0,3,0,0.000361474311343401,0.000361474311343401
South,South_naturalgas_ccavgcf_moderate_0,3,0,0.00028139140640537797,0.00028139140640537797
South,South_microgrid_solar_moderate_0,3,0,0.0,0.0
South,South_microgrid_diesel_moderate_0,3,0,0.0,0.0
South,South_utilitypv_class1_moderate_1,3,1,1259.759800514777,1259.759800514777
South,South_landbasedwind_class3_moderate_1,3,1,1822.4149501453555,1822.4149501453555
West,West_battery_moderate_0,4,0,3.599998944583501e-6,3.599998944583501e-6
West,West_naturalgas_ctavgcf_moderate_0,4,0,0.000361604390962496,0.000361604390962496
West,West_naturalgas_ccavgcf_moderate_0,4,0,0.0002814829112828251,0.0002814829112828251
West,West_microgrid_solar_moderate_0,4,0,0.0,0.0
West,West_microgrid_diesel_moderate_0,4,0,0.0,0.0
West,West_utilitypv_class1_moderate_1,4,1,1195.7264403733436,1195.7264403733436
West,West_landbasedwind_class3_moderate_1,4,1,1309.1949768780723,1309.1949768780723
