Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
East,East_batteries_1,1,1,0.02171644968449132,0.02171644968449132
East,East_conventional_hydroelectric_1,1,1,47.57164158230438,47.57164158230438
East,East_landfill_gas_1,1,1,111.91459696886984,111.91459696886984
East,East_natural_gas_internal_combustion_engine_1,1,1,149.21946242757195,149.21946242757195
East,East_petroleum_liquids_with_gt_1,1,1,5875.5163407374475,5875.5163407374475
East,East_petroleum_liquids_with_ic_1,1,1,186.52432807541763,186.52432807541763
East,East_solar_photovoltaic_1,1,1,340.33843284083184,340.33843284083184
North,North_conventional_hydroelectric_1,2,1,266.6894947110863,266.6894947110863
North,North_landfill_gas_1,2,1,111.91459696899283,111.91459696899283
North,North_natural_gas_internal_combustion_engine_1,2,1,1044.5362379481614,1044.5362379481614
North,North_onshore_wind_turbine_1,2,1,6.130640767937325,6.130640767937325
North,North_petroleum_liquids_with_cc_1,2,1,20023.386640474728,20023.386640474728
North,North_petroleum_liquids_with_gt_1,2,1,22760.631059940057,22760.631059940057
North,North_petroleum_liquids_with_st_1,2,1,0.011522756083857869,0.011522756083857869
North,North_solar_photovoltaic_1,2,1,102.72808704787352,102.72808704787352
South,South_batteries_1,3,1,0.09411867348453873,0.09411867348453873
South,South_conventional_hydroelectric_1,3,1,333.0014769889761,333.0014769889761
South,South_natural_gas_fired_combined_cycle_1,3,1,27046.02760046955,27046.02760046955
South,South_natural_gas_steam_turbine_1,3,1,32629.666278822773,32629.666278822773
South,South_onshore_wind_turbine_1,3,1,735.5112735680641,735.5112735680641
South,South_petroleum_liquids_with_gt_1,3,1,3917.0108938575318,3917.0108938575318
South,South_petroleum_liquids_with_st_1,3,1,29993.58378240723,29993.58378240723
South,South_solar_photovoltaic_1,3,1,298.1107170945995,298.1107170945995
West,West_batteries_1,4,1,0.30408745655522706,0.30408745655522706
West,West_petroleum_liquids_with_gt_1,4,1,10258.838055439966,10258.838055439966
West,West_petroleum_liquids_with_ic_1,4,1,167.87189544699447,167.87189544699447
West,West_solar_photovoltaic_1,4,1,294.70874053354487,294.70874053354487
East,East_battery_moderate_0,1,0,4.4733539644928475e-6,4.4733539644928475e-6
East,East_naturalgas_ctavgcf_moderate_0,1,0,0.0005727835567584125,0.0005727835567584125
East,East_naturalgas_ccavgcf_moderate_0,1,0,0.0004441994832638995,0.0004441994832638995
East,East_microgrid_solar_moderate_0,1,0,0.0,0.0
East,East_microgrid_diesel_moderate_0,1,0,0.0,0.0
East,East_utilitypv_class1_moderate_1,1,1,418.4963026131973,418.4963026131973
East,East_landbasedwind_class3_moderate_1,1,1,1726.797152618706,1726.797152618706
North,North_battery_moderate_0,2,0,0.00010392343071010823,0.00010392343071010823
North,North_naturalgas_ctavgcf_moderate_0,2,0,0.0005731951291796363,0.0005731951291796363
North,North_naturalgas_ccavgcf_moderate_0,2,0,0.00044475697947704936,0.00044475697947704936
North,North_microgrid_solar_moderate_0,2,0,0.0,0.0
North,North_microgrid_diesel_moderate_0,2,0,0.0,0.0
North,North_utilitypv_class1_moderate_1,2,1,838.5214707491215,838.5214707491215
North,North_landbasedwind_class3_moderate_1,2,1,1249.3884857567134,1249.3884857567134
South,South_battery_moderate_0,3,0,3.861868098255269e-6,3.861868098255269e-6
South,South_naturalgas_ctavgcf_moderate_0,3,0,0.0005724689368599462,0.0005724689368599462
South,South_naturalgas_ccavgcf_moderate_0,3,0,0.00044379628064774874,0.00044379628064774874
South,South_microgrid_solar_moderate_0,3,0,0.0,0.0
South,South_microgrid_diesel_moderate_0,3,0,0.0,0.0
South,South_utilitypv_class1_moderate_1,3,1,1288.028786137156,1288.028786137156
South,South_landbasedwind_class3_moderate_1,3,1,1833.2925903628263,1833.2925903628263
West,West_battery_moderate_0,4,0,5759.736482680755,5759.736482680755
West,West_naturalgas_ctavgcf_moderate_0,4,0,0.0005732259914120405,0.0005732259914120405
West,West_naturalgas_ccavgcf_moderate_0,4,0,0.0004447736299116236,0.0004447736299116236
West,West_microgrid_solar_moderate_0,4,0,0.0,0.0
West,West_microgrid_diesel_moderate_0,4,0,0.0,0.0
West,West_utilitypv_class1_moderate_1,4,1,1219.439279094038,1219.439279094038
West,West_landbasedwind_class3_moderate_1,4,1,1319.6088827444264,1319.6088827444264
